City,State,Type,Year,CrimePerCapita,Gini,HSPerc
Inglewood,California,Cities,2008,0.176282899,0.44,0.7063
Irvine,California,Cities,2008,0.430049981,0.426,0.9667
Lakewood,California,Cities,2008,0.633761756,0.356,0.8646
Lancaster,California,Cities,2008,0.952270826,0.44,0.8116
Livermore,California,Cities,2008,0.124598171,0.409,0.8883
Long Beach,California,Cities,2008,0.492447356,0.484,0.7915
Los Angeles,California,Cities,2008,0.727098979,0.538,0.7346
Lynwood,California,Cities,2008,0.284167602,0.393,0.5436
Manteca,California,Cities,2008,0.454621225,0.376,0.7924
Milpitas,California,Cities,2008,0.148628162,0.376,0.8593
Mission Viejo,California,Cities,2008,0.316783172,0.425,0.9455
Modesto,California,Cities,2008,0.388821385,0.44,0.7775
Moreno Valley,California,Cities,2008,0.306671642,0.376,0.7429
Mountain View,California,Cities,2008,0.284086874,0.421,0.8981
Murrieta,California,Cities,2008,0.189275642,0.359,0.9247
Napa,California,Cities,2008,0.268744961,0.415,0.7762
Newport Beach,California,Cities,2008,0.876962203,0.541,0.9897
Norwalk,California,Cities,2008,0.289541752,0.374,0.7461
Oakland,California,Cities,2008,0.72213493,0.51,0.7828
Oceanside,California,Cities,2008,1.238923435,0.41,0.8505
Ontario,California,Cities,2008,0.347739404,0.367,0.7486
Orange,California,Cities,2008,0.222466111,0.423,0.7939
Oxnard,California,Cities,2008,0.160914855,0.418,0.5888
Palmdale,California,Cities,2008,0.971486861,0.392,0.7322
Pasadena,California,Cities,2008,1.38365215,0.526,0.814
Pomona,California,Cities,2008,0.522189803,0.404,0.6492
Redding,California,Cities,2008,1.430442007,0.452,0.9006
Redlands,California,Cities,2008,0.848296338,0.522,0.8776
Redondo Beach,California,Cities,2008,0.741081089,0.435,0.9437
Redwood City,California,Cities,2008,0.681486731,0.445,0.8884
Rialto,California,Cities,2008,0.100517666,0.384,0.6894
Richmond,California,Cities,2008,0.098347758,0.438,0.7949
Riverside,California,Cities,2008,0.701440291,0.41,0.7842
Sacramento,California,Cities,2008,0.278333851,0.426,0.8184
Salinas,California,Cities,2008,0.1393534,0.404,0.6182
San Bernardino,California,Cities,2008,0.44861602,0.437,0.6698
San Diego,California,Cities,2008,0.456098549,0.469,0.8607
San Francisco,California,Cities,2008,0.851976586,0.514,0.8492
San Jose,California,Cities,2008,0.454931617,0.425,0.8156
San Leandro,California,Cities,2008,0.258151122,0.393,0.8044
San Marcos,California,Cities,2008,0.367273484,0.438,0.8213
San Mateo,California,Cities,2008,0.872885979,0.423,0.8871
Santa Ana,California,Cities,2008,0.029439992,0.377,0.5284
Santa Barbara,California,Cities,2008,0.582811717,0.453,0.8967
Santa Clara,California,Cities,2008,0.090324445,0.379,0.8994
Santa Clarita,California,Cities,2008,0.174600311,0.396,0.8855
Santa Maria,California,Cities,2008,0.345845246,0.401,0.5863
Santa Rosa,California,Cities,2008,0.064568617,0.445,0.8392
South Gate,California,Cities,2008,0.102902891,0.415,0.5394
Stockton,California,Cities,2008,0.238848342,0.432,0.7071
Temecula,California,Cities,2008,0.202710236,0.379,0.8881
Thousand Oaks,California,Cities,2008,0.161152563,0.445,0.9451
Torrance,California,Cities,2008,0.493586896,0.431,0.9416
Turlock,California,Cities,2008,0.286787691,0.439,0.7853
Tustin,California,Cities,2008,0.561230217,0.427,0.7998
Upland,California,Cities,2008,0.137119664,0.438,0.8794
Vacaville,California,Cities,2008,0.43278802,0.399,0.8534
Vallejo,California,Cities,2008,0.693661667,0.401,0.8488
Visalia,California,Cities,2008,0.24620435,0.411,0.8202
Vista,California,Cities,2008,0.329964034,0.395,0.7812
West Covina,California,Cities,2008,0.187751117,0.386,0.8039
Westminster,California,Cities,2008,0.225402908,0.396,0.7099
Whittier,California,Cities,2008,0.483518078,0.408,0.8156
,Colorado,State,2008,0.31261487,0.457,0.8808
Arvada,Colorado,Cities,2008,0.187183543,0.409,0.9086
Aurora,Colorado,Cities,2008,0.126453024,0.444,0.8334
Boulder,Colorado,Cities,2008,0.535274596,0.559,0.9549
Centennial,Colorado,Cities,2008,0.405067393,0.397,0.9664
Colorado Springs,Colorado,Cities,2008,0.369975925,0.435,0.9061
Denver,Colorado,Cities,2008,0.624071272,0.524,0.8162
Fort Collins,Colorado,Cities,2008,0.368229186,0.495,0.9493
Greeley,Colorado,Cities,2008,0.979325354,0.442,0.8143
Lakewood,Colorado,Cities,2008,0.357646116,0.439,0.8812
Loveland,Colorado,Cities,2008,0.30209655,0.395,0.9218
Thornton,Colorado,Cities,2008,0.348059135,0.33,0.876
,Connecticut,State,2008,0.469140697,0.486,0.8841
Bridgeport,Connecticut,Cities,2008,0.293412163,0.46,0.7511
Danbury,Connecticut,Cities,2008,0.376161398,0.411,0.7877
Hartford,Connecticut,Cities,2008,0.240751144,0.523,0.7073
New Britain,Connecticut,Cities,2008,0.141737417,0.432,0.7691
New Haven,Connecticut,Cities,2008,1.29081184,0.488,0.8137
Norwalk,Connecticut,Cities,2008,0.359268529,0.475,0.8556
Stamford,Connecticut,Cities,2008,0.16863833,0.493,0.8557
,Delaware,State,2008,0.680154841,0.447,0.8663
Wilmington,Delaware,Cities,2008,0.82318077,0.5,0.7794
,District Of Columbia,State,2008,0.717385846,0.54,0.8601
Washington,District Of Columbia,Cities,2008,0.608279701,0.54,0.8601
,Florida,State,2008,0.084729299,0.471,0.8475
Boca Raton,Florida,Cities,2008,0.118161408,0.573,0.9627
Davie,Florida,Cities,2008,0.110781229,0.459,0.8918
Deerfield Beach,Florida,Cities,2008,0.135749678,0.417,0.854
Fort Lauderdale,Florida,Cities,2008,0.163995364,0.536,0.8516
Gainesville,Florida,Cities,2008,0.706177286,0.5,0.931
Hialeah,Florida,Cities,2008,0.096196395,0.438,0.6936
Hollywood,Florida,Cities,2008,0.07089785,0.452,0.8486
Jacksonville,Florida,Cities,2008,0.03721715,0.437,0.8561
Largo,Florida,Cities,2008,0.138316413,0.426,0.8541
Melbourne,Florida,Cities,2008,0.776337241,0.438,0.885
Miami Beach,Florida,Cities,2008,1.315647837,0.582,0.8331
Miami Gardens,Florida,Cities,2008,0.092032727,0.41,0.7543
Palm Bay,Florida,Cities,2008,0.098271406,0.397,0.8553
Pompano Beach,Florida,Cities,2008,0.196523499,0.459,0.7321
Port St. Lucie,Florida,Cities,2008,0.250414749,0.365,0.845
St. Petersburg,Florida,Cities,2008,0.082266948,0.461,0.8757
Sunrise,Florida,Cities,2008,0.224368683,0.409,0.8941
Tallahassee,Florida,Cities,2008,0.0591772,0.514,0.9374
Tampa,Florida,Cities,2008,0.059362858,0.511,0.8367
,Georgia,State,2008,0.009633829,0.467,0.8311
Atlanta,Georgia,Cities,2008,0.075044652,0.564,0.8464
,Idaho,State,2008,0.204935111,0.419,0.8749
Nampa,Idaho,Cities,2008,0.843302372,0.351,0.8162
,Illinois,State,2008,0.093918452,0.467,0.8565
Arlington Heights,Illinois,Cities,2008,0.136340087,0.435,0.9471
Aurora,Illinois,Cities,2008,0.515794782,0.424,0.7869
Bloomington,Illinois,Cities,2008,0.409226698,0.422,0.9332
Champaign,Illinois,Cities,2008,0.262511977,0.529,0.9424
Chicago,Illinois,Cities,2008,0.109567583,0.512,0.7866
Decatur,Illinois,Cities,2008,0.394508442,0.444,0.8391
Elgin,Illinois,Cities,2008,0.094755294,0.376,0.7557
Evanston,Illinois,Cities,2008,0.394067964,0.511,0.9304
Joliet,Illinois,Cities,2008,0.066837325,0.387,0.8198
Peoria,Illinois,Cities,2008,0.176031545,0.529,0.8491
Rockford,Illinois,Cities,2008,0.317940761,0.491,0.7575
Skokie,Illinois,Cities,2008,0.745300878,0.424,0.8923
Springfield,Illinois,Cities,2008,0.254751108,0.462,0.896
,Indiana,State,2008,0.096784747,0.437,0.8538
Bloomington,Indiana,Cities,2008,4.009013368,0.549,0.9632
Fishers,Indiana,Cities,2008,0.283310196,0.338,0.9656
Fort Wayne,Indiana,Cities,2008,0.318478945,0.434,0.8632
Hammond,Indiana,Cities,2008,0.130722372,0.402,0.7765
South Bend,Indiana,Cities,2008,0.096561447,0.442,0.7947
,Iowa,State,2008,0.111015197,0.428,0.9008
Cedar Rapids,Iowa,Cities,2008,0.236250236,0.458,0.9038
Davenport,Iowa,Cities,2008,0.706571111,0.422,0.8766
Des Moines,Iowa,Cities,2008,0.355908074,0.452,0.8643
Iowa City,Iowa,Cities,2008,0.147928994,0.501,0.9762
Waterloo,Iowa,Cities,2008,0.151290508,0.422,0.8795
,Kansas,State,2008,0.410041741,0.442,0.8896
Lawrence,Kansas,Cities,2008,0.21956548,0.486,0.9457
Topeka,Kansas,Cities,2008,0.244790052,0.428,0.8849
Wichita,Kansas,Cities,2008,0.661882725,0.461,0.8617
,Kentucky,State,2008,0.152219889,0.467,0.815
Lexington,Kentucky,Cities,2008,0.710547726,0.48,0.8988
,Louisiana,State,2008,0.157896424,0.477,0.8084
Kenner,Louisiana,Cities,2008,0.154805951,0.434,0.8122
,Maine,State,2008,0.479120244,0.436,0.8928
,Maryland,State,2008,0.178507134,0.438,0.8772
Baltimore,Maryland,Cities,2008,0.047277673,0.501,0.7764
,Massachusetts,State,2008,0.517531657,0.471,0.8863
Boston,Massachusetts,Cities,2008,2.663512362,0.523,0.8418
Brockton,Massachusetts,Cities,2008,0.418191323,0.388,0.8185
Brookline,Massachusetts,Cities,2008,0.733581528,0.532,0.9686
Cambridge,Massachusetts,Cities,2008,0.394625205,0.546,0.957
Fall River,Massachusetts,Cities,2008,0.110180696,0.443,0.68
Framingham,Massachusetts,Cities,2008,0.309986206,0.447,0.9096
New Bedford,Massachusetts,Cities,2008,0.218643753,0.478,0.6633
Newton,Massachusetts,Cities,2008,0.360615932,0.513,0.961
Quincy,Massachusetts,Cities,2008,0.420782445,0.414,0.8882
Somerville,Massachusetts,Cities,2008,0.27022645,0.423,0.9111
Springfield,Massachusetts,Cities,2008,0.132232279,0.453,0.7809
,Michigan,State,2008,0.554328005,0.451,0.8757
Ann Arbor,Michigan,Cities,2008,0.955292319,0.513,0.9741
Dearborn,Michigan,Cities,2008,0.342927688,0.443,0.8158
Detroit,Michigan,Cities,2008,0.375365844,0.478,0.7543
Farmington Hills,Michigan,Cities,2008,0.381669678,0.434,0.9309
Flint,Michigan,Cities,2008,3.877950327,0.464,0.8048
Grand Rapids,Michigan,Cities,2008,1.450055931,0.464,0.8348
Lansing,Michigan,Cities,2008,0.437005637,0.416,0.8789
Livonia,Michigan,Cities,2008,0.433233329,0.36,0.9227
Pontiac,Michigan,Cities,2008,0.452038695,0.443,0.7664
Southfield,Michigan,Cities,2008,1.199616123,0.403,0.9299
Sterling Heights,Michigan,Cities,2008,0.548172627,0.399,0.8544
Troy,Michigan,Cities,2008,0.745424954,0.417,0.9428
Warren,Michigan,Cities,2008,1.271303685,0.408,0.8377
Westland,Michigan,Cities,2008,1.125788052,0.373,0.8438
,Minnesota,State,2008,0.318163282,0.445,0.9108
Bloomington,Minnesota,Cities,2008,0.246925774,0.423,0.945
Brooklyn Park,Minnesota,Cities,2008,0.83459682,0.392,0.8696
Duluth,Minnesota,Cities,2008,0.712834587,0.467,0.9088
Minneapolis,Minnesota,Cities,2008,0.74319249,0.503,0.8785
Plymouth,Minnesota,Cities,2008,0.278889462,0.476,0.9724
Rochester,Minnesota,Cities,2008,0.695901142,0.433,0.9338
St. Cloud,Minnesota,Cities,2008,1.33523233,0.45,0.9161
St. Paul,Minnesota,Cities,2008,1.050408754,0.489,0.871
,Mississippi,State,2008,0.013797328,0.478,0.7991
,Missouri,State,2008,0.16958911,0.448,0.8605
Independence,Missouri,Cities,2008,0.815394651,0.398,0.8287
Kansas City,Missouri,Cities,2008,0.265807812,0.464,0.8668
Lee'S Summit,Missouri,Cities,2008,0.118484816,0.367,0.9451
Springfield,Missouri,Cities,2008,1.611800962,0.464,0.8647
St. Louis,Missouri,Cities,2008,0.364959405,0.48,0.8005
,Montana,State,2008,0.253486763,0.449,0.8987
Billings,Montana,Cities,2008,0.581417884,0.473,0.9184
Missoula,Montana,Cities,2008,0.584410841,0.473,0.9206
,Nebraska,State,2008,0.062366585,0.427,0.8961
,Nevada,State,2008,0.37714244,0.431,0.8271
North Las Vegas,Nevada,Cities,2008,0.218949655,0.34,0.734
Reno,Nevada,Cities,2008,0.045754864,0.476,0.8303
Sparks,Nevada,Cities,2008,0.112469493,0.388,0.8691
,New Hampshire,State,2008,0.335411615,0.419,0.9062
Manchester,New Hampshire,Cities,2008,0.091673313,0.397,0.8465
Nashua,New Hampshire,Cities,2008,0.690886061,0.395,0.8998
,New Jersey,State,2008,0.858520149,0.462,0.8731
Camden,New Jersey,Cities,2008,0.525058413,0.48,0.6272
Clifton,New Jersey,Cities,2008,0.639549757,0.409,0.8423
East Orange,New Jersey,Cities,2008,0.153331902,0.409,0.8074
Elizabeth,New Jersey,Cities,2008,0.160226881,0.42,0.7319
Jersey City,New Jersey,Cities,2008,0.827855688,0.487,0.8418
Newark,New Jersey,Cities,2008,0.107224041,0.472,0.7047
Passaic,New Jersey,Cities,2008,0.149873357,0.484,0.6456
Paterson,New Jersey,Cities,2008,0.068708689,0.432,0.6979
Trenton,New Jersey,Cities,2008,0.24348673,0.463,0.6845
,New Mexico,State,2008,0.046336769,0.46,0.8146
Albuquerque,New Mexico,Cities,2008,0.113751839,0.457,0.8624
,New York,State,2008,0.295612672,0.503,0.8418
Albany,New York,Cities,2008,0.955901096,0.457,0.8509
Buffalo,New York,Cities,2008,0.406971797,0.504,0.8245
New Rochelle,New York,Cities,2008,0.408853031,0.549,0.8316
New York,New York,Cities,2008,0.309164387,0.542,0.7853
Rochester,New York,Cities,2008,0.584393765,0.478,0.7819
Syracuse,New York,Cities,2008,0.072353141,0.483,0.8122
Yonkers,New York,Cities,2008,0.050096436,0.471,0.7825
,North Carolina,State,2008,0.139805864,0.463,0.8339
Asheville,North Carolina,Cities,2008,0.538974601,0.53,0.902
Durham,North Carolina,Cities,2008,0.135266136,0.453,0.8643
Fayetteville,North Carolina,Cities,2008,0.116647323,0.449,0.8916
Gastonia,North Carolina,Cities,2008,0.559550122,0.447,0.7768
Greensboro,North Carolina,Cities,2008,0.120211091,0.496,0.8718
Greenville,North Carolina,Cities,2008,0.384812724,0.521,0.9194
High Point,North Carolina,Cities,2008,0.195507244,0.439,0.8392
Raleigh,North Carolina,Cities,2008,0.257293631,0.466,0.9064
,North Dakota,State,2008,0.250996141,0.451,0.8971
Fargo,North Dakota,Cities,2008,0.322986984,0.477,0.9501
,Ohio,State,2008,0.300954864,0.45,0.8721
Akron,Ohio,Cities,2008,0.725180691,0.495,0.8419
Cincinnati,Ohio,Cities,2008,0.210457957,0.517,0.8176
Cleveland,Ohio,Cities,2008,0.207635448,0.493,0.7531
Columbus,Ohio,Cities,2008,0.651693672,0.436,0.8707
Dayton,Ohio,Cities,2008,0.324216369,0.47,0.8275
Lorain,Ohio,Cities,2008,0.71121732,0.426,0.7896
Parma,Ohio,Cities,2008,0.12823801,0.36,0.8694
Youngstown,Ohio,Cities,2008,0.411596032,0.458,0.7972
,Oklahoma,State,2008,0.142556217,0.458,0.8485
Edmond,Oklahoma,Cities,2008,0.377220888,0.489,0.959
Norman,Oklahoma,Cities,2008,0.740631018,0.496,0.9289
Oklahoma City,Oklahoma,Cities,2008,0.181011201,0.455,0.8381
Tulsa,Oklahoma,Cities,2008,0.026112797,0.501,0.8478
,Oregon,State,2008,0.506626238,0.447,0.8794
Beaverton,Oregon,Cities,2008,1.084622226,0.437,0.9038
Bend,Oregon,Cities,2008,0.128373001,0.439,0.9416
Eugene,Oregon,Cities,2008,1.530303333,0.473,0.9249
Medford,Oregon,Cities,2008,0.273901313,0.506,0.8678
Portland,Oregon,Cities,2008,1.048780973,0.474,0.8957
Salem,Oregon,Cities,2008,0.520051225,0.428,0.8373
,Pennsylvania,State,2008,0.054826254,0.457,0.874
Erie,Pennsylvania,Cities,2008,0.096263994,0.447,0.8695
Philadelphia,Pennsylvania,Cities,2008,0.124903113,0.485,0.7932
Pittsburgh,Pennsylvania,Cities,2008,0.355117076,0.539,0.8883
Reading,Pennsylvania,Cities,2008,0.123670542,0.42,0.7126
,Rhode Island,State,2008,0.3296783,0.46,0.8439
Cranston,Rhode Island,Cities,2008,0.125020316,0.454,0.8488
Pawtucket,Rhode Island,Cities,2008,0.418340027,0.447,0.7454
Providence,Rhode Island,Cities,2008,0.935864066,0.526,0.7563
Warwick,Rhode Island,Cities,2008,0.237174774,0.392,0.8973
,South Carolina,State,2008,0.353339917,0.464,0.8293
Columbia,South Carolina,Cities,2008,0.956289596,0.546,0.8916
Mount Pleasant,South Carolina,Cities,2008,0.149193609,0.431,0.9733
Rock Hill,South Carolina,Cities,2008,0.448390279,0.432,0.8445
,South Dakota,State,2008,0.532679237,0.446,0.896
Rapid City,South Dakota,Cities,2008,0.309808538,0.465,0.902
Sioux Falls,South Dakota,Cities,2008,1.611759397,0.458,0.9192
,Tennessee,State,2008,0.419759098,0.471,0.8308
Chattanooga,Tennessee,Cities,2008,0.466170583,0.492,0.826
Clarksville,Tennessee,Cities,2008,0.576672763,0.395,0.9023
Knoxville,Tennessee,Cities,2008,0.487648936,0.498,0.8632
Memphis,Tennessee,Cities,2008,0.773756558,0.518,0.814
,Texas,State,2008,0.105093942,0.474,0.7967
Allen,Texas,Cities,2008,0.240263329,0.361,0.9403
Arlington,Texas,Cities,2008,0.1596441,0.426,0.8401
Austin,Texas,Cities,2008,0.25214489,0.481,0.8406
Beaumont,Texas,Cities,2008,0.45828254,0.474,0.8487
Bryan,Texas,Cities,2008,0.412003021,0.496,0.7945
Carrollton,Texas,Cities,2008,0.398066987,0.402,0.8437
Corpus Christi,Texas,Cities,2008,0.209381696,0.488,0.8119
Dallas,Texas,Cities,2008,0.1332065,0.542,0.6976
Denton,Texas,Cities,2008,0.166257949,0.434,0.8552
Edinburg,Texas,Cities,2008,0.139403909,0.489,0.7615
El Paso,Texas,Cities,2008,0.03265978,0.474,0.7628
Flower Mound,Texas,Cities,2008,0.141320784,0.374,0.9709
Fort Worth,Texas,Cities,2008,0.171099815,0.444,0.7503
Frisco,Texas,Cities,2008,0.201061605,0.385,0.9349
Garland,Texas,Cities,2008,0.775777489,0.406,0.7427
Houston,Texas,Cities,2008,0.125061693,0.519,0.7341
Killeen,Texas,Cities,2008,0.086276811,0.371,0.902
Longview,Texas,Cities,2008,0.258825965,0.456,0.8132
Midland,Texas,Cities,2008,0.571162029,0.46,0.833
Missouri City,Texas,Cities,2008,0.518975024,0.388,0.9336
North Richland Hills,Texas,Cities,2008,0.45765194,0.414,0.9113
Plano,Texas,Cities,2008,0.037630909,0.44,0.9199
Richardson,Texas,Cities,2008,0.099406543,0.415,0.9172
Round Rock,Texas,Cities,2008,0.292937282,0.403,0.865
San Angelo,Texas,Cities,2008,0.440824783,0.414,0.828
San Antonio,Texas,Cities,2008,0.051804115,0.48,0.7898
Tyler,Texas,Cities,2008,0.101997103,0.495,0.8316
,Utah,State,2008,0.155066708,0.411,0.8971
Layton,Utah,Cities,2008,0.461332636,0.369,0.95
Provo,Utah,Cities,2008,0.08390036,0.449,0.9398
St. George,Utah,Cities,2008,0.403464414,0.373,0.8846
,Vermont,State,2008,0.322176366,0.434,0.9047
,Virginia,State,2008,0.344229619,0.46,0.8602
Alexandria,Virginia,Cities,2008,0.283907418,0.436,0.8965
Chesapeake,Virginia,Cities,2008,0.317011757,0.407,0.8809
Hampton,Virginia,Cities,2008,0.342707527,0.399,0.8925
Lynchburg,Virginia,Cities,2008,0.139266068,0.486,0.8623
Newport News,Virginia,Cities,2008,0.672992799,0.424,0.8973
Norfolk,Virginia,Cities,2008,0.425410628,0.503,0.8429
Portsmouth,Virginia,Cities,2008,0.491245996,0.397,0.8506
Richmond,Virginia,Cities,2008,0.450734698,0.548,0.8145
Roanoke,Virginia,Cities,2008,0.108715741,0.465,0.8209
Suffolk,Virginia,Cities,2008,0.479214089,0.439,0.8384
Virginia Beach,Virginia,Cities,2008,0.644919074,0.399,0.9208
,Washington,State,2008,0.374907254,0.442,0.887
Bellevue,Washington,Cities,2008,0.163319968,0.45,0.947
Bellingham,Washington,Cities,2008,0.507588447,0.504,0.9316
Everett,Washington,Cities,2008,0.304407825,0.408,0.8345
Federal Way,Washington,Cities,2008,0.707755824,0.4,0.878
Seattle,Washington,Cities,2008,0.351125357,0.497,0.9285
Spokane,Washington,Cities,2008,0.694820116,0.446,0.9059
Spokane Valley,Washington,Cities,2008,0.233778682,0.412,0.915
Tacoma,Washington,Cities,2008,0.507998435,0.435,0.8639
Vancouver,Washington,Cities,2008,1.161553792,0.385,0.8541
Yakima,Washington,Cities,2008,0.48177099,0.406,0.7281
,West Virginia,State,2008,0.237739945,0.453,0.8223
,Wisconsin,State,2008,0.165091716,0.426,0.8923
Appleton,Wisconsin,Cities,2008,0.571632726,0.427,0.8995
Green Bay,Wisconsin,Cities,2008,0.099471805,0.427,0.8432
Madison,Wisconsin,Cities,2008,0.389221168,0.464,0.9463
Milwaukee,Wisconsin,Cities,2008,0.498230452,0.442,0.802
,Wyoming,State,2008,0.117014492,0.441,0.9119
,Alabama,State,2007,0.012964981,0.471,0.8017
Hoover,Alabama,Cities,2007,0.287658032,0.436,0.9524
Tuscaloosa,Alabama,Cities,2007,0.11931608,0.55,0.8718
,Alaska,State,2007,0.117048391,0.409,0.8941
Anchorage,Alaska,Cities,2007,0.281549366,0.412,0.9078
,Arizona,State,2007,0.253993095,0.448,0.8274
Chandler,Arizona,Cities,2007,0.159446402,0.386,0.9079
Gilbert,Arizona,Cities,2007,0.338686188,0.356,0.9396
Glendale,Arizona,Cities,2007,0.479149031,0.428,0.8106
Mesa,Arizona,Cities,2007,0.197986695,0.421,0.8233
Peoria,Arizona,Cities,2007,0.203772508,0.398,0.9007
Phoenix,Arizona,Cities,2007,0.518908372,0.461,0.7625
Tempe,Arizona,Cities,2007,0.291851506,0.449,0.8797
Yuma,Arizona,Cities,2007,0.112518847,0.414,0.7886
,Arkansas,State,2007,0.116410452,0.462,0.8102
Fort Smith,Arkansas,Cities,2007,0.238492726,0.505,0.7979
Little Rock,Arkansas,Cities,2007,0.054172942,0.489,0.8734
,California,State,2007,0.383003246,0.469,0.8044
Alameda,California,Cities,2007,0.141954716,0.419,0.9015
Anaheim,California,Cities,2007,0.119355599,0.415,0.7177
Antioch,California,Cities,2007,0.196130348,0.402,0.8538
Bakersfield,California,Cities,2007,0.125492952,0.434,0.7525
Berkeley,California,Cities,2007,0.296024392,0.532,0.9211
Buena Park,California,Cities,2007,0.125172112,0.372,0.7915
Burbank,California,Cities,2007,0.762841968,0.412,0.8662
Carson,California,Cities,2007,0.105978232,0.409,0.8171
Chico,California,Cities,2007,0.673056214,0.463,0.9143
Chino,California,Cities,2007,0.495669091,0.336,0.7221
Chula Vista,California,Cities,2007,0.091441948,0.398,0.8063
Clovis,California,Cities,2007,0.756004838,0.42,0.8921
Compton,California,Cities,2007,0.833420148,0.38,0.5837
Concord,California,Cities,2007,0.572822049,0.417,0.8542
Corona,California,Cities,2007,0.065138941,0.385,0.8496
Daly City,California,Cities,2007,0.198743938,0.362,0.8477
Downey,California,Cities,2007,0.364823699,0.392,0.7239
El Cajon,California,Cities,2007,0.109526626,0.412,0.7956
Elk Grove,California,Cities,2007,0.21722917,0.356,0.9117
El Monte,California,Cities,2007,0.885796653,0.397,0.5563
Escondido,California,Cities,2007,0.149892452,0.444,0.773
Folsom,California,Cities,2007,0.146370023,0.378,0.8658
Fremont,California,Cities,2007,0.198690629,0.396,0.9072
Fresno,California,Cities,2007,0.190609314,0.451,0.7538
Fullerton,California,Cities,2007,0.149415412,0.452,0.9043
Garden Grove,California,Cities,2007,0.540819883,0.41,0.7333
Glendale,California,Cities,2007,0.399902024,0.496,0.8662
Hawthorne,California,Cities,2007,0.350430445,0.425,0.7266
Hemet,California,Cities,2007,1.113818308,0.413,0.7653
Hesperia,California,Cities,2007,0.23054755,0.382,0.7472
Huntington Beach,California,Cities,2007,0.461379936,0.414,0.9302
Inglewood,California,Cities,2007,0.086788228,0.422,0.7288
Irvine,California,Cities,2007,0.09907268,0.414,0.9637
Lakewood,California,Cities,2007,0.499138985,0.359,0.899
Lancaster,California,Cities,2007,0.970806463,0.447,0.8034
Livermore,California,Cities,2007,0.249211867,0.388,0.9142
Long Beach,California,Cities,2007,0.274285328,0.474,0.7878
Los Angeles,California,Cities,2007,0.720839522,0.529,0.7344
Lynwood,California,Cities,2007,0.140417884,0.356,0.5197
Milpitas,California,Cities,2007,0.310087134,0.374,0.8617
Modesto,California,Cities,2007,0.480614417,0.453,0.7975
Moreno Valley,California,Cities,2007,0.262814852,0.378,0.7079
Mountain View,California,Cities,2007,0.142859184,0.451,0.9061
Murrieta,California,Cities,2007,0.101987741,0.38,0.9239
Napa,California,Cities,2007,0.265724231,0.425,0.7453
Newport Beach,California,Cities,2007,0.870895903,0.55,0.9763
Norwalk,California,Cities,2007,0.56963828,0.356,0.7108
Oakland,California,Cities,2007,0.378271099,0.515,0.7854
Oceanside,California,Cities,2007,1.201749748,0.397,0.8258
Ontario,California,Cities,2007,0.113936093,0.345,0.708
Orange,California,Cities,2007,0.294511773,0.435,0.8366
Oxnard,California,Cities,2007,0.160972704,0.406,0.6217
Palmdale,California,Cities,2007,0.773982916,0.422,0.7617
Pasadena,California,Cities,2007,1.167959437,0.483,0.8478
Pleasanton,California,Cities,2007,0.149909305,0.364,0.943
Pomona,California,Cities,2007,0.322245925,0.402,0.6619
Redding,California,Cities,2007,1.861422565,0.464,0.8785
Redlands,California,Cities,2007,0.140138457,0.429,0.8923
Redondo Beach,California,Cities,2007,0.736279433,0.405,0.9615
Redwood City,California,Cities,2007,0.272349697,0.466,0.8617
Rialto,California,Cities,2007,0.19910205,0.358,0.6351
Richmond,California,Cities,2007,0.48794293,0.455,0.7721
Riverside,California,Cities,2007,0.66819907,0.427,0.7833
Roseville,California,Cities,2007,0.089688512,0.396,0.9184
Sacramento,California,Cities,2007,0.434267152,0.433,0.8091
Salinas,California,Cities,2007,0.137692684,0.402,0.5715
San Bernardino,California,Cities,2007,0.199193267,0.396,0.6993
San Diego,California,Cities,2007,0.412307048,0.461,0.8699
San Francisco,California,Cities,2007,0.899428863,0.519,0.8532
San Jose,California,Cities,2007,0.363810292,0.436,0.8063
San Leandro,California,Cities,2007,0.771356945,0.411,0.8475
San Marcos,California,Cities,2007,0.249843848,0.423,0.7848
San Mateo,California,Cities,2007,0.437440535,0.453,0.9019
Santa Barbara,California,Cities,2007,0.117450847,0.458,0.8383
Santa Clarita,California,Cities,2007,0.05867546,0.383,0.8788
Santa Monica,California,Cities,2007,0.112887203,0.55,0.9486
Santa Rosa,California,Cities,2007,0.32267849,0.44,0.8368
South Gate,California,Cities,2007,0.202632192,0.388,0.5153
Stockton,California,Cities,2007,0.336507723,0.449,0.732
Sunnyvale,California,Cities,2007,0.07673066,0.399,0.9083
Temecula,California,Cities,2007,0.640580793,0.377,0.9018
Thousand Oaks,California,Cities,2007,0.479248538,0.439,0.9403
Torrance,California,Cities,2007,0.209834231,0.425,0.9157
Turlock,California,Cities,2007,0.284147416,0.415,0.8385
Tustin,California,Cities,2007,0.142969476,0.442,0.8314
Union City,California,Cities,2007,1.003310926,0.399,0.8385
Upland,California,Cities,2007,0.405137139,0.404,0.8907
Vacaville,California,Cities,2007,0.53667071,0.376,0.8598
Visalia,California,Cities,2007,0.171282736,0.45,0.8069
Vista,California,Cities,2007,0.3338861,0.401,0.7527
West Covina,California,Cities,2007,0.462547527,0.402,0.8199
Whittier,California,Cities,2007,0.356981366,0.426,0.8094
Yorba Linda,California,Cities,2007,0.15093884,0.397,0.9606
,Colorado,State,2007,0.320887625,0.452,0.8833
